,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,77516,1984-85,00,1610612760,SEA,23.0,78,27,1584.0,269,483,0.557,0,1,0.0,188,263,0.715,146,252,398,78,18,33,114,207,726
1,77516,1985-86,00,1610612760,SEA,24.0,77,42,1705.0,253,444,0.57,1,2,0.5,174,244,0.713,140,263,403,83,19,28,110,219,681
2,77516,1986-87,00,1610612755,PHL,25.0,81,79,2817.0,391,718,0.545,0,4,0.0,251,349,0.719,180,431,611,114,36,64,153,270,1033
3,77516,1987-88,00,1610612755,PHL,26.0,23,17,601.0,71,138,0.514,0,0,0.0,37,53,0.698,49,95,144,26,14,8,35,75,179
4,77516,1987-88,00,1610612751,NJN,26.0,47,38,1513.0,277,510,0.543,0,2,0.0,108,162,0.667,97,226,323,92,18,15,76,159,662
5,77516,1987-88,00,0,TOT,26.0,70,55,2114.0,348,648,0.537,0,2,0.0,145,215,0.674,146,321,467,118,32,23,111,234,841
6,77516,1988-89,00,1610612745,HOU,27.0,81,0,1257.0,169,351,0.481,0,4,0.0,87,129,0.674,87,174,261,54,18,24,68,193,425
7,77516,1989-90,00,1610612745,HOU,28.0,18,0,116.0,10,29,0.345,0,0,0.0,10,19,0.526,8,19,27,3,3,1,10,24,30
8,77516,1990-91,00,1610612737,ATL,29.0,56,7,689.0,93,187,0.497,0,3,0.0,66,90,0.733,56,109,165,32,11,14,45,91,252
9,77516,1991-92,00,1610612752,NYK,30.0,22,0,108.0,14,33,0.424,0,0,0.0,14,21,0.667,14,20,34,9,2,0,8,18,42
