,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,2427,2002-03,00,1610612741,CHI,22.0,17,0,114.0,11,31,0.355,6,18,0.333,2,2,1.0,2,10,12,12,4,0,5,20,30
1,2427,2003-04,00,1610612741,CHI,23.0,3,0,43.0,1,11,0.091,1,6,0.167,0,0,0.0,0,3,3,3,1,0,2,5,3
2,2427,2003-04,00,1610612761,TOR,23.0,23,3,284.0,31,87,0.356,12,33,0.364,19,22,0.864,1,27,28,23,10,6,18,31,93
3,2427,2003-04,00,0,TOT,23.0,26,3,327.0,32,98,0.327,13,39,0.333,19,22,0.864,1,30,31,26,11,6,20,36,96
4,2427,2006-07,00,1610612764,WAS,26.0,62,0,492.0,59,179,0.33,33,102,0.324,14,16,0.875,7,38,45,35,13,6,19,66,165
5,2427,2007-08,00,1610612764,WAS,27.0,80,9,1708.0,266,600,0.443,130,327,0.398,62,71,0.873,17,113,130,134,40,18,69,140,724
6,2427,2008-09,00,1610612759,SAS,28.0,82,71,2496.0,349,822,0.425,166,394,0.421,105,118,0.89,16,235,251,173,40,12,100,160,969
7,2427,2009-10,00,1610612759,SAS,29.0,79,5,1515.0,193,496,0.389,88,264,0.333,27,34,0.794,11,151,162,137,30,14,59,99,501
8,2427,2010-11,00,1610612752,NYK,30.0,26,0,319.0,26,77,0.338,16,44,0.364,7,10,0.7,5,38,43,20,6,2,6,25,75
9,2427,2011-12,00,1610612764,WAS,31.0,52,0,697.0,103,258,0.399,59,154,0.383,21,27,0.778,7,62,69,47,13,5,32,33,286
10,2427,2012-13,00,1610612740,NOH,32.0,69,13,1219.0,132,305,0.433,66,159,0.415,39,43,0.907,11,121,132,74,26,11,51,104,369
11,2427,2013-14,00,1610612748,MIA,33.0,25,2,260.0,25,67,0.373,17,48,0.354,7,7,1.0,1,21,22,19,6,1,9,26,74
