,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,201858,2008-09,00,1610612766,CHA,24.0,33,1,266.0,28,77,0.364,10,33,0.303,20,25,0.8,7,26,33,13,8,4,9,33,86
1,201858,2009-10,00,1610612744,GSW,25.0,10,2,276.0,32,88,0.364,10,31,0.323,16,21,0.762,17,30,47,9,8,0,13,36,90
2,201858,2009-10,00,1610612764,WAS,25.0,8,0,114.0,18,48,0.375,7,18,0.389,8,9,0.889,8,13,21,7,3,1,6,12,51
3,201858,2009-10,00,0,TOT,25.0,18,2,390.0,50,136,0.368,17,49,0.347,24,30,0.8,25,43,68,16,11,1,19,48,141
4,201858,2010-11,00,1610612764,WAS,26.0,52,1,542.0,71,182,0.39,39,99,0.394,28,40,0.7,20,54,74,18,18,6,16,52,209
5,201858,2011-12,00,1610612764,WAS,27.0,17,2,391.0,59,134,0.44,29,75,0.387,11,19,0.579,12,46,58,10,11,2,13,35,158
6,201858,2012-13,00,1610612764,WAS,28.0,41,3,694.0,96,252,0.381,58,146,0.397,20,28,0.714,11,89,100,20,19,6,32,58,270
7,201858,2013-14,00,1610612741,CHI,29.0,6,0,48.0,5,8,0.625,3,5,0.6,2,4,0.5,1,4,5,2,1,0,1,3,15
8,201858,2013-14,00,1610612737,ATL,29.0,53,6,822.0,106,256,0.414,56,146,0.384,46,61,0.754,12,93,105,31,26,7,33,68,314
9,201858,2013-14,00,0,TOT,29.0,59,6,870.0,111,264,0.42,59,151,0.391,48,65,0.738,13,97,110,33,27,7,34,71,329
10,201858,2014-15,00,1610612765,DET,30.0,23,0,198.0,15,53,0.283,6,33,0.182,0,0,0.0,0,20,20,11,3,1,5,20,36
