,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1498,1997-98,00,1610612763,VAN,23.0,74,50,1956.0,228,548,0.416,11,52,0.212,112,170,0.659,22,121,143,334,55,10,164,88,579
1,1498,1998-99,00,1610612759,SAS,24.0,47,0,614.0,83,183,0.454,5,17,0.294,49,65,0.754,13,41,54,106,30,6,44,39,220
2,1498,1999-00,00,1610612759,SAS,25.0,68,1,1195.0,163,344,0.474,22,66,0.333,72,101,0.713,16,70,86,177,55,5,58,73,420
3,1498,2000-01,00,1610612759,SAS,26.0,79,23,2063.0,275,588,0.468,74,183,0.404,121,156,0.776,26,137,163,304,61,14,109,120,745
4,1498,2001-02,00,1610612759,SAS,27.0,82,13,2170.0,269,612,0.44,57,196,0.291,158,210,0.752,23,153,176,228,48,12,70,104,753
5,1498,2002-03,00,1610612757,POR,28.0,67,2,871.0,84,186,0.452,18,59,0.305,65,76,0.855,11,61,72,85,33,9,32,43,251
6,1498,2003-04,00,1610612760,SEA,29.0,71,32,1517.0,187,398,0.47,42,116,0.362,155,184,0.842,23,119,142,298,45,6,61,64,571
7,1498,2004-05,00,1610612760,SEA,30.0,75,2,2028.0,273,623,0.438,49,165,0.297,248,304,0.816,20,149,169,309,51,3,78,78,843
8,1498,2005-06,00,1610612764,WAS,31.0,80,17,2283.0,230,550,0.418,23,101,0.228,284,336,0.845,19,153,172,284,52,8,89,96,767
9,1498,2006-07,00,1610612764,WAS,32.0,80,8,1761.0,172,389,0.442,19,63,0.302,208,250,0.832,18,133,151,290,39,9,69,79,571
10,1498,2007-08,00,1610612764,WAS,33.0,71,63,2161.0,205,447,0.459,17,74,0.23,170,219,0.776,23,180,203,340,69,2,91,78,597
11,1498,2008-09,00,1610612764,WAS,34.0,13,5,288.0,18,45,0.4,5,11,0.455,25,33,0.758,0,22,22,47,7,0,13,14,66
12,1498,2008-09,00,1610612740,NOH,34.0,61,4,733.0,81,191,0.424,17,49,0.347,55,67,0.821,5,50,55,130,19,1,49,41,234
13,1498,2008-09,00,0,TOT,34.0,74,9,1021.0,99,236,0.419,22,60,0.367,80,100,0.8,5,72,77,177,26,1,62,55,300
14,1498,2010-11,00,1610612755,PHI,36.0,4,0,35.0,2,5,0.4,0,2,0.0,2,2,1.0,0,5,5,2,0,0,1,0,6
