,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,76740,1968-69,00,1610612758,CIN,23.0,56,,497.0,74,193,0.383,,,,43,66,0.652,,,61,36,,,,49,191
1,76740,1969-70,00,1610612758,CIN,24.0,73,,2077.0,461,1026,0.449,,,,176,243,0.724,,,310,107,,,,209,1098
2,76740,1970-71,00,1610612755,PHL,25.0,66,,888.0,145,360,0.403,,,,72,103,0.699,,,147,61,,,,113,362
3,76740,1970-71,00,1610612758,CIN,25.0,1,,21.0,3,8,0.375,,,,1,3,0.333,,,4,0,,,,2,7
4,76740,1970-71,00,0,TOT,25.0,67,,909.0,148,368,0.402,,,,73,106,0.689,,,151,61,,,,115,369
5,76740,1971-72,00,1610612755,PHL,26.0,74,,1699.0,347,837,0.415,,,,185,243,0.761,,,276,90,,,,184,879
6,76740,1972-73,00,1610612765,DET,27.0,63,,1460.0,243,627,0.388,,,,61,87,0.701,,,183,94,,,,150,547
7,76740,1973-74,00,1610612739,CLE,28.0,58,,649.0,112,288,0.389,,,,54,64,0.844,43.0,65.0,108,62,19.0,6.0,,79,278
8,76740,1974-75,00,1610612739,CLE,29.0,73,,1136.0,217,521,0.417,,,,69,97,0.711,56.0,54.0,110,103,22.0,2.0,,130,503
9,76740,1976-77,00,1610612746,BUF,31.0,59,,689.0,99,247,0.401,,,,30,44,0.682,33.0,43.0,76,48,16.0,0.0,,92,228
