,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,2072,2000-01,00,1610612749,MIL,21.0,6,0,35.0,5,19,0.263,0,3,0.0,3,6,0.5,3,1,4,1,1,0,1,2,13
1,2072,2001-02,00,1610612749,MIL,22.0,67,8,1417.0,294,609,0.483,88,198,0.444,91,115,0.791,77,147,224,91,42,7,57,96,767
2,2072,2002-03,00,1610612749,MIL,23.0,82,14,2316.0,455,971,0.469,182,416,0.438,149,185,0.805,98,273,371,117,100,13,74,143,1241
3,2072,2003-04,00,1610612749,MIL,24.0,82,82,3021.0,633,1439,0.44,127,363,0.35,383,441,0.868,118,289,407,185,81,6,116,152,1776
4,2072,2004-05,00,1610612749,MIL,25.0,75,75,2848.0,625,1418,0.441,104,293,0.355,369,432,0.854,72,240,312,172,63,8,133,152,1723
5,2072,2005-06,00,1610612749,MIL,26.0,80,80,3130.0,682,1516,0.45,163,413,0.395,501,571,0.877,78,264,342,229,95,5,170,157,2028
6,2072,2006-07,00,1610612749,MIL,27.0,53,53,2036.0,477,1025,0.465,117,306,0.382,345,416,0.829,42,154,196,124,63,9,122,78,1416
7,2072,2007-08,00,1610612749,MIL,28.0,72,71,2702.0,550,1243,0.442,130,359,0.362,402,490,0.82,85,224,309,247,65,13,181,120,1632
8,2072,2008-09,00,1610612749,MIL,29.0,33,32,1203.0,249,547,0.455,70,191,0.366,131,161,0.814,24,83,107,88,35,2,53,45,699
9,2072,2009-10,00,1610612749,MIL,30.0,18,12,492.0,75,213,0.352,18,60,0.3,47,66,0.712,11,43,54,39,19,2,15,24,215
10,2072,2010-11,00,1610612749,MIL,31.0,10,0,134.0,18,45,0.4,4,17,0.235,4,4,1.0,0,8,8,12,2,1,4,4,44
11,2072,2011-12,00,1610612756,PHX,32.0,51,2,770.0,144,360,0.4,42,132,0.318,88,111,0.793,14,63,77,33,13,0,37,29,418
