,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,SEASON_ID
0,1610612747,1996,00,Derek Fisher,2,G,6-1,200,"AUG 09, 1974",22.0,R,Arkansas-Little Rock,965,1996-97
1,1610612747,1996,00,Byron Scott,4,G,6-4,205,"MAR 28, 1961",36.0,13,Arizona State,2,1996-97
2,1610612747,1996,00,Robert Horry,5,F,6-10,220,"AUG 25, 1970",26.0,4,Alabama,109,1996-97
3,1610612747,1996,00,Eddie Jones,6,G-F,6-6,190,"OCT 20, 1971",25.0,2,Temple,224,1996-97
4,1610612747,1996,00,Kobe Bryant,8,G,6-7,200,"AUG 23, 1978",18.0,R,Lower Merion,977,1996-97
5,1610612747,1996,00,Nick Van Exel,9,G,6-1,183,"NOV 27, 1971",25.0,3,Cincinnati,89,1996-97
6,1610612747,1996,00,Jerome Kersey,12,F,6-7,240,"JUN 26, 1962",35.0,12,Longwood,760,1996-97
7,1610612747,1996,00,Shaquille O'Neal,34,C,7-1,300,"MAR 06, 1972",25.0,4,Louisiana State,406,1996-97
8,1610612747,1996,00,Travis Knight,40,F-C,7-0,235,"SEP 13, 1974",22.0,R,Connecticut,969,1996-97
9,1610612747,1996,00,Elden Campbell,41,F-C,7-0,250,"JUL 23, 1968",28.0,6,Clemson,922,1996-97
10,1610612747,1996,00,Corie Blount,43,F,6-10,242,"JAN 04, 1969",28.0,3,Cincinnati,916,1996-97
11,1610612747,1996,00,Sean Rooks,45,C,6-10,260,"SEP 09, 1969",27.0,4,Arizona,399,1996-97
