,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,SEASON_ID
0,1610612747,2014,00,Nick Young,0,F-G,6-7,210,"JUN 01, 1985",30.0,7,USC,201156,2014-15
1,1610612747,2014,00,Wayne Ellington,2,G,6-4,200,"NOV 29, 1987",27.0,5,North Carolina,201961,2014-15
2,1610612747,2014,00,Ryan Kelly,4,F,6-11,230,"APR 09, 1991",24.0,1,Duke,203527,2014-15
3,1610612747,2014,00,Carlos Boozer,5,F,6-9,258,"NOV 20, 1981",33.0,12,Duke,2430,2014-15
4,1610612747,2014,00,Jordan Clarkson,6,G,6-5,185,"JUN 07, 1992",23.0,R,Missouri,203903,2014-15
5,1610612747,2014,00,Ronnie Price,9,G,6-2,190,"JUN 21, 1983",32.0,9,Utah Valley,101179,2014-15
6,1610612747,2014,00,Wesley Johnson,11,F,6-7,215,"JUL 11, 1987",27.0,4,Syracuse,202325,2014-15
7,1610612747,2014,00,Vander Blue,12,G,6-4,200,"JUL 17, 1992",22.0,1,Marquette,203505,2014-15
8,1610612747,2014,00,Jabari Brown,15,G,6-5,214,"DEC 18, 1992",22.0,R,Missouri,203913,2014-15
9,1610612747,2014,00,Jeremy Lin,17,G,6-3,200,"AUG 23, 1988",26.0,4,Harvard,202391,2014-15
10,1610612747,2014,00,Ed Davis,21,F,6-10,240,"JUN 05, 1989",26.0,4,North Carolina,202334,2014-15
11,1610612747,2014,00,Kobe Bryant,24,G,6-6,212,"AUG 23, 1978",36.0,18,Lower Merion,977,2014-15
12,1610612747,2014,00,Jordan Hill,27,C,6-10,235,"JUL 27, 1987",27.0,5,Arizona,201941,2014-15
13,1610612747,2014,00,Tarik Black,28,C-F,6-11,257,"NOV 22, 1991",23.0,R,Kansas,204028,2014-15
14,1610612747,2014,00,Julius Randle,30,F,6-9,250,"NOV 29, 1994",20.0,R,Kentucky,203944,2014-15
15,1610612747,2014,00,Robert Sacre,50,C,7-0,270,"JUN 06, 1989",26.0,2,Gonzaga,203135,2014-15
