,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,SEASON_ID
0,1610612747,2016,00,Nick Young,0,G-F,6-7,210,"JUN 01, 1985",32.0,9,USC,201156,2016-17
1,1610612747,2016,00,D'Angelo Russell,1,G,6-5,195,"FEB 23, 1996",21.0,1,Ohio State,1626156,2016-17
2,1610612747,2016,00,Corey Brewer,3,F,6-9,186,"MAR 05, 1986",31.0,9,Florida,201147,2016-17
3,1610612747,2016,00,Jordan Clarkson,6,G,6-5,194,"JUN 07, 1992",25.0,2,Missouri,203903,2016-17
4,1610612747,2016,00,Larry Nance Jr.,7,F,6-9,230,"JAN 01, 1993",24.0,1,Wyoming,1626204,2016-17
5,1610612747,2016,00,Luol Deng,9,F,6-9,220,"APR 16, 1985",32.0,12,Duke,2736,2016-17
6,1610612747,2016,00,David Nwaba,10,G,6-4,209,"JAN 14, 1993",24.0,R,Cal Poly-Obispo,1628021,2016-17
7,1610612747,2016,00,Tyler Ennis,11,G,6-3,194,"AUG 24, 1994",22.0,2,Syracuse,203898,2016-17
8,1610612747,2016,00,Brandon Ingram,14,F,6-9,190,"SEP 02, 1997",19.0,R,Duke,1627742,2016-17
9,1610612747,2016,00,Thomas Robinson,15,F,6-10,237,"MAR 17, 1991",26.0,4,Kansas,203080,2016-17
10,1610612747,2016,00,Timofey Mozgov,20,C,7-1,275,"JUL 16, 1986",30.0,6, ,202389,2016-17
11,1610612747,2016,00,Tarik Black,28,C-F,6-9,250,"NOV 22, 1991",25.0,2,Kansas,204028,2016-17
12,1610612747,2016,00,Julius Randle,30,F,6-9,250,"NOV 29, 1994",22.0,2,Kentucky,203944,2016-17
13,1610612747,2016,00,Metta World Peace,37,F,6-7,260,"NOV 13, 1979",37.0,16,St. John's (NY),1897,2016-17
14,1610612747,2016,00,Ivica Zubac,40,C,7-1,240,"MAR 18, 1997",20.0,R, ,1627826,2016-17
