,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,SEASON_ID
0,1610612747,1976,00,Kareem Abdul-Jabbar,33,C,7-2,225,"APR 16, 1947",30.0,7,California-Los Angeles,76003,1976-77
1,1610612747,1976,00,Tom Abernethy,5,F,6-7,220,"MAY 06, 1954",23.0,R,Indiana,76005,1976-77
2,1610612747,1976,00,Lucius Allen,42,G,6-2,175,"SEP 26, 1947",29.0,7,California-Los Angeles,76027,1976-77
3,1610612747,1976,00,Don Chaney,12,G,6-5,210,"MAR 22, 1946",31.0,7,Houston,76379,1976-77
4,1610612747,1976,00,Don Ford,35,F,6-9,215,"DEC 31, 1952",24.0,1,California-Santa Barbara,76734,1976-77
5,1610612747,1976,00,Charles Kupec,41,C,6-6,220,"JAN 16, 1953",24.0,1,Michigan,77325,1976-77
6,1610612747,1976,00,Bo Lamar,11,G,6-1,180,"APR 07, 1951",26.0,R,Louisiana-Lafayette,77330,1976-77
7,1610612747,1976,00,Allen Murphy,20,G,6-4,190,"JUL 15, 1952",24.0,R,Louisville,77668,1976-77
8,1610612747,1976,00,Marv Roberts,30,F,6-8,200,"JAN 29, 1950",27.0,R,Utah State,77978,1976-77
9,1610612747,1976,00,Cazzie Russell,32,F,6-5,218,"JUN 07, 1944",33.0,10,Michigan,78045,1976-77
10,1610612747,1976,00,Earl Tatum,43,G,6-4,185,"JUL 26, 1953",23.0,R,Marquette,78294,1976-77
11,1610612747,1976,00,Cornell Warner,20-30,F,6-9,220,"AUG 12, 1948",28.0,6,Jackson State,78460,1976-77
12,1610612747,1976,00,Kermit Washington,24,F,6-8,230,"SEP 17, 1951",25.0,3,American,78467,1976-77
