,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,SEASON_ID
0,1610612747,2007,00,Derek Fisher,2,G,6-1,210,"AUG 09, 1974",33.0,11,Arkansas-Little Rock,965,2007-08
1,1610612747,2007,00,Trevor Ariza,3,F,6-8,210,"JUN 30, 1985",23.0,3,UCLA,2772,2007-08
2,1610612747,2007,00,Luke Walton,4,F,6-8,235,"MAR 28, 1980",28.0,4,Arizona,2575,2007-08
3,1610612747,2007,00,Jordan Farmar,5,G,6-2,180,"NOV 30, 1986",21.0,1,California-Los Angeles,200770,2007-08
4,1610612747,2007,00,Lamar Odom,7,F,6-10,230,"NOV 06, 1979",28.0,8,Rhode Island,1885,2007-08
5,1610612747,2007,00,Vladimir Radmanovic,10,F,6-10,235,"NOV 19, 1980",27.0,6,,2209,2007-08
6,1610612747,2007,00,Coby Karl,11,G,6-5,215,"JUN 08, 1983",25.0,R,Boise State,201207,2007-08
7,1610612747,2007,00,Ira Newble,14,G-F,6-7,220,"JAN 20, 1975",33.0,7,Miami (OH),1956,2007-08
8,1610612747,2007,00,Pau Gasol,16,F-C,7-0,250,"JUL 06, 1980",27.0,6, ,2200,2007-08
9,1610612747,2007,00,Andrew Bynum,17,C,7-0,285,"OCT 27, 1987",20.0,2,Saint Joseph,101115,2007-08
10,1610612747,2007,00,Sasha Vujacic,18,G,6-7,205,"MAR 08, 1984",24.0,3,,2756,2007-08
11,1610612747,2007,00,Ronny Turiaf,21,F-C,6-10,250,"JAN 13, 1983",25.0,2,Gonzaga,101142,2007-08
12,1610612747,2007,00,Kobe Bryant,24,G,6-6,205,"AUG 23, 1978",29.0,11,Lower Merion,977,2007-08
13,1610612747,2007,00,DJ Mbenga,28,C,7-0,255,"DEC 30, 1980",27.0,3,"Kinshasa, DRC",2788,2007-08
14,1610612747,2007,00,Chris Mihm,31,C,7-0,265,"JUL 16, 1979",28.0,6,Texas,2036,2007-08
