,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,SEASON_ID
0,1610612747,2000,00,Derek Fisher,2,G,6-1,200,"AUG 09, 1974",26.0,4,Arkansas-Little Rock,965,2000-01
1,1610612747,2000,00,Devean George,3,G-F,6-8,220,"AUG 29, 1977",23.0,1,Augsburg,1904,2000-01
2,1610612747,2000,00,Ron Harper,4,G,6-6,215,"JAN 20, 1964",37.0,14,Miami (OH),166,2000-01
3,1610612747,2000,00,Robert Horry,5,F,6-10,235,"AUG 25, 1970",30.0,8,Alabama,109,2000-01
4,1610612747,2000,00,Kobe Bryant,8,G,6-7,210,"AUG 23, 1978",22.0,4,Lower Merion,977,2000-01
5,1610612747,2000,00,Tyronn Lue,10,G,6-0,178,"MAY 03, 1977",24.0,2,Nebraska,1731,2000-01
6,1610612747,2000,00,Rick Fox,17,F,6-7,242,"JUL 24, 1969",31.0,9,North Carolina,296,2000-01
7,1610612747,2000,00,Brian Shaw,20,G,6-6,200,"MAR 22, 1966",35.0,11,California-Santa Barbara,216,2000-01
8,1610612747,2000,00,Shaquille O'Neal,34,C,7-1,315,"MAR 06, 1972",29.0,8,Louisiana State,406,2000-01
9,1610612747,2000,00,Mark Madsen,35,F,6-9,240,"JAN 28, 1976",25.0,R,Stanford,2058,2000-01
10,1610612747,2000,00,Greg Foster,40,C,6-11,250,"OCT 03, 1968",32.0,10,Texas-El Paso,323,2000-01
11,1610612747,2000,00,Horace Grant,54,F,6-10,245,"JUL 04, 1965",35.0,13,Clemson,270,2000-01
