,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,SEASON_ID
0,1610612747,1969,00,Elgin Baylor,22,F,6-5,225,"SEP 16, 1934",35.0,11,Seattle,76127,1969-70
1,1610612747,1969,00,Wilt Chamberlain,13,C,7-1,250,"AUG 21, 1936",33.0,10,Kansas,76375,1969-70
2,1610612747,1969,00,Mel Counts,31,C,7-0,230,"OCT 16, 1941",28.0,5,Oregon State,76458,1969-70
3,1610612747,1969,00,Johnny Egan,21,G,6-0,180,"JAN 31, 1939",31.0,8,Providence,76647,1969-70
4,1610612747,1969,00,Keith Erickson,24,F,6-5,195,"APR 19, 1944",26.0,4,California-Los Angeles,76680,1969-70
5,1610612747,1969,00,Eldo Garrett,20,G,6-3,185,"JAN 31, 1947",23.0,R,Southern Illinois,76788,1969-70
6,1610612747,1969,00,Mike Lynn,33,F,6-7,215,"NOV 25, 1945",24.0,R,California-Los Angeles,77427,1969-70
7,1610612747,1969,00,Willie McCarter,15,G,6-3,175,"JUL 26, 1946",23.0,R,Drake,77505,1969-70
8,1610612747,1969,00,Rick Roberson,35,C,6-9,231,"JUL 07, 1947",22.0,R,Cincinnati,77973,1969-70
9,1610612747,1969,00,Jerry West,44,G,6-3,175,"MAY 28, 1938",32.0,9,West Virginia,78497,1969-70
