,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,SEASON_ID
0,1610612747,1995,00,Anthony Peeler,1,G,6-4,212,"NOV 25, 1969",26.0,3,Missouri,324,1995-96
1,1610612747,1995,00,Anthony Miller,2,F,6-9,255,"OCT 22, 1971",24.0,1,Michigan State,292,1995-96
2,1610612747,1995,00,Sedale Threatt,3,G,6-2,185,"SEP 10, 1961",34.0,12,West Virginia Tech,9,1995-96
3,1610612747,1995,00,Frankie King,4,G,6-1,185,"JUN 06, 1972",24.0,R,Western Carolina,701,1995-96
4,1610612747,1995,00,Eddie Jones,6,G-F,6-6,190,"OCT 20, 1971",24.0,1,Temple,224,1995-96
5,1610612747,1995,00,Derek Strong,7,F,6-9,250,"FEB 09, 1968",28.0,4,Xavier,400,1995-96
6,1610612747,1995,00,Nick Van Exel,9,G,6-1,183,"NOV 27, 1971",24.0,2,Cincinnati,89,1995-96
7,1610612747,1995,00,Vlade Divac,12,C,7-1,250,"FEB 03, 1968",28.0,6,,124,1995-96
8,1610612747,1995,00,Cedric Ceballos,23,F-G,6-7,225,"AUG 02, 1969",26.0,5,Cal State-Fullerton,76,1995-96
9,1610612747,1995,00,Fred Roberts,24,F,6-10,218,"AUG 14, 1960",35.0,11,Brigham Young,122,1995-96
10,1610612747,1995,00,Magic Johnson,32,F-G,6-9,220,"AUG 14, 1959",36.0,12,Michigan State,77142,1995-96
11,1610612747,1995,00,George Lynch,34,F,6-8,223,"SEP 03, 1970",25.0,2,North Carolina,248,1995-96
12,1610612747,1995,00,Elden Campbell,41,F-C,7-0,250,"JUL 23, 1968",27.0,5,Clemson,922,1995-96
13,1610612747,1995,00,Corie Blount,43,F,6-10,242,"JAN 04, 1969",27.0,2,Cincinnati,916,1995-96
