,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,SEASON_ID
0,1610612747,1963,00,Dick Barnett,5,G,6-4,190,"OCT 02, 1936",27.0,3,Tennessee State,76107,1963-64
1,1610612747,1963,00,Elgin Baylor,22,F,6-5,225,"SEP 16, 1934",29.0,5,Seattle,76127,1963-64
2,1610612747,1963,00,Leroy Ellis,25,F,6-11,210,"MAR 10, 1940",24.0,1,St. John's (NY),76663,1963-64
3,1610612747,1963,00,Mel Gibson,15,G,6-3,180,"DEC 30, 1940",23.0,R,Western Carolina,76809,1963-64
4,1610612747,1963,00,Jim King,21,G,6-2,175,"FEB 07, 1941",23.0,R,Tulsa,77270,1963-64
5,1610612747,1963,00,Jim Krebs,32,C,6-8,230,"SEP 08, 1935",28.0,6,Southern Methodist,77311,1963-64
6,1610612747,1963,00,Rudy LaRusso,35,F,6-8,220,"NOV 11, 1937",26.0,4,Dartmouth,77340,1963-64
7,1610612747,1963,00,Don Nelson,20,F,6-6,210,"MAY 15, 1940",24.0,1,Iowa,77700,1963-64
8,1610612747,1963,00,Hub Reed,14,C,6-9,215,"OCT 04, 1936",27.0,5,Oklahoma City,77927,1963-64
9,1610612747,1963,00,Frank Selvy,11,G,6-2,180,"NOV 09, 1932",31.0,8,Furman,78113,1963-64
10,1610612747,1963,00,Jerry West,44,G,6-3,175,"MAY 28, 1938",26.0,3,West Virginia,78497,1963-64
11,1610612747,1963,00,Gene Wiley,12,C,6-10,210,"NOV 12, 1937",26.0,1,Wichita State,78526,1963-64
