,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,SEASON_ID
0,1610612747,1992,00,Benoit Benjamin,00,C,7-0,250,"NOV 22, 1964",28.0,7,Creighton,104,1992-93
1,1610612747,1992,00,Alex Blackwell,30,F,6-6,250,"JUN 27, 1970",23.0,R,Monmouth,76180,1992-93
2,1610612747,1992,00,Elden Campbell,41,F-C,7-0,279,"JUL 23, 1968",24.0,2,Clemson,922,1992-93
3,1610612747,1992,00,Doug Christie,35,G-F,6-6,205,"MAY 09, 1970",23.0,R,Pepperdine,57,1992-93
4,1610612747,1992,00,Duane Cooper,5,G,6-1,185,"JUN 25, 1969",24.0,R,Southern California,1030,1992-93
5,1610612747,1992,00,Vlade Divac,12,C,7-1,260,"FEB 03, 1968",25.0,3,,124,1992-93
6,1610612747,1992,00,James Edwards,53,C,7-1,225,"NOV 22, 1955",37.0,15,Washington,229,1992-93
7,1610612747,1992,00,A.C. Green,45,F,6-9,220,"OCT 04, 1963",29.0,7,Oregon State,920,1992-93
8,1610612747,1992,00,Anthony Peeler,1,G,6-4,212,"NOV 25, 1969",23.0,R,Missouri,324,1992-93
9,1610612747,1992,00,Byron Scott,4,G,6-3,195,"MAR 28, 1961",32.0,9,Arizona State,2,1992-93
10,1610612747,1992,00,Tony Smith,34,G,6-3,185,"JUN 14, 1968",25.0,2,Marquette,380,1992-93
11,1610612747,1992,00,Sedale Threatt,3,G,6-2,175,"SEP 10, 1961",31.0,9,West Virginia Tech,9,1992-93
12,1610612747,1992,00,James Worthy,42,F,6-9,225,"FEB 27, 1961",32.0,10,North Carolina,1460,1992-93
