,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,SEASON_ID
0,1610612747,1983,00,Kareem Abdul-Jabbar,33,C,7-2,225,"APR 16, 1947",37.0,14,California-Los Angeles,76003,1983-84
1,1610612747,1983,00,Michael Cooper,21,G,6-7,170,"APR 15, 1956",28.0,5,New Mexico,76444,1983-84
2,1610612747,1983,00,Calvin Garrett,0,F,6-7,190,"JUL 11, 1956",27.0,3,Oral Roberts,76786,1983-84
3,1610612747,1983,00,Magic Johnson,32,G,6-9,215,"AUG 14, 1959",24.0,4,Michigan State,77142,1983-84
4,1610612747,1983,00,Eddie Jordan,15,G,6-1,170,"JAN 29, 1955",29.0,6,Rutgers,77205,1983-84
5,1610612747,1983,00,Mitch Kupchak,25,F,6-9,230,"MAY 24, 1954",30.0,6,North Carolina,77324,1983-84
6,1610612747,1983,00,Bob McAdoo,11,C,6-9,210,"SEP 15, 1951",32.0,11,North Carolina,77498,1983-84
7,1610612747,1983,00,Mike McGee,40,F,6-5,190,"JUL 29, 1959",24.0,2,Michigan,77530,1983-84
8,1610612747,1983,00,Swen Nater,41,C,6-11,240,"JAN 14, 1950",34.0,7,California-Los Angeles,77689,1983-84
9,1610612747,1983,00,Kurt Rambis,31,F,6-8,213,"FEB 25, 1958",26.0,2,Santa Clara,77905,1983-84
10,1610612747,1983,00,Byron Scott,4,G,6-3,195,"MAR 28, 1961",23.0,R,Arizona State,2,1983-84
11,1610612747,1983,00,Larry Spriggs,35,F,6-7,230,"SEP 08, 1959",24.0,2,Howard,78233,1983-84
12,1610612747,1983,00,Jamaal Wilkes,52,F,6-6,190,"MAY 02, 1953",31.0,9,California-Los Angeles,78532,1983-84
13,1610612747,1983,00,James Worthy,42,F,6-9,225,"FEB 27, 1961",23.0,1,North Carolina,1460,1983-84
