,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,SEASON_ID
0,1610612747,1973,00,Bill Bridges,32,F,6-5,228,"APR 04, 1939",35.0,11,Kansas,76253,1973-74
1,1610612747,1973,00,Mel Counts,31,C,7-0,230,"OCT 16, 1941",32.0,9,Oregon State,76458,1973-74
2,1610612747,1973,00,Gail Goodrich,25,G,6-1,170,"APR 23, 1943",31.0,8,California-Los Angeles,76832,1973-74
3,1610612747,1973,00,Travis Grant,33,F,6-7,215,"JAN 01, 1950",24.0,1,Kentucky State,76853,1973-74
4,1610612747,1973,00,Happy Hairston,52,F,6-7,225,"MAY 31, 1942",32.0,9,New York University,76916,1973-74
5,1610612747,1973,00,Nate Hawthorne,20,G,6-4,190,"JAN 19, 1951",23.0,R,Southern Illinois,76978,1973-74
6,1610612747,1973,00,Stan Love,34,F,6-9,215,"APR 09, 1949",25.0,2,Oregon,77413,1973-74
7,1610612747,1973,00,Jim Price,15,G,6-3,195,"NOV 27, 1949",24.0,1,Louisville,77883,1973-74
8,1610612747,1973,00,Pat Riley,12,G,6-4,205,"MAR 20, 1945",29.0,6,Kentucky,77962,1973-74
9,1610612747,1973,00,Elmore Smith,3,C,7-1,250,"MAY 09, 1949",25.0,2,Kentucky State,78188,1973-74
10,1610612747,1973,00,Kermit Washington,24,F,6-8,230,"SEP 17, 1951",22.0,R,American,78467,1973-74
11,1610612747,1973,00,Jerry West,44,G,6-3,175,"MAY 28, 1938",36.0,13,West Virginia,78497,1973-74
