PLAYER_ID,PLAYER_NAME,PTS,REB,AST,STL,BLK,SALARY
2544,LeBron James,1813.5,571.5,620.75,88.5,44.5,37440000.0
2546,Carmelo Anthony,954.25,314.5,100.0,37.75,28.25,2159000.0
201935,James Harden,2365.25,488.5,643.25,127.75,49.75,38200000.0
202695,Kawhi Leonard,1250.0,321.0,183.5,87.25,29.75,32370000.0
