PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0.20000000000000007,0.8983050847457628,0.3103448275862069,0.492827868852459,0.2539489671931956,0.25359616409163555,0.3846153846153847,0.20398009950248755,0.19747081712062256,0.40399999999999997,0.10198675496688742,0.09371554575523704,0.8087739032620922,0.03211009174311927,0.14149821640903684,0.10767946577629384,0.09249183895538629,0.3317535545023697,0.04912280701754386,0.1222222222222222,0.42622950819672134,0.20700985761226726
0.2500000000000001,0.7966101694915253,0.7241379310344829,0.6417349726775957,0.3693803159173754,0.3787959509856153,0.35198135198135183,0.1890547263681592,0.2188715953307393,0.33799999999999997,0.17483443708609273,0.1587651598676957,0.8526434195725535,0.12844036697247707,0.17954815695600473,0.16944908180300502,0.12513601741022853,0.4123222748815166,0.07017543859649122,0.13777777777777778,0.33770491803278685,0.294267981014969
0.35,0.576271186440678,0.03448275862068967,0.4306693989071039,0.2636695018226002,0.27490676611614273,0.34498834498834496,0.21641791044776118,0.21108949416342412,0.401,0.09271523178807947,0.08489525909592062,0.8042744656917885,0.05045871559633028,0.10939357907253269,0.09181969949916527,0.08922742110990207,0.2938388625592417,0.07719298245614035,0.1111111111111111,0.25901639344262295,0.21212121212121213
0.4,0.9152542372881356,0.25862068965517243,0.49351092896174864,0.25759416767922233,0.24826851358550878,0.4172494172494171,0.14427860696517414,0.15175097276264593,0.37200000000000005,0.08079470198675497,0.06945975744211687,0.843644544431946,0.06192660550458716,0.14030915576694408,0.11769616026711185,0.14907508161044616,0.3933649289099526,0.0736842105263158,0.15555555555555556,0.36721311475409835,0.19459656809054401
0.45000000000000007,0.423728813559322,0.396551724137931,0.33230874316939896,0.20777642770352367,0.19552477357485348,0.44522144522144524,0.12189054726368159,0.13813229571984437,0.345,0.10596026490066225,0.08930540242557883,0.8875140607424072,0.0389908256880734,0.09036860879904873,0.07429048414023372,0.08378672470076169,0.18483412322274884,0.06666666666666667,0.07555555555555554,0.2065573770491803,0.16830960204454182
0.45000000000000007,0.9322033898305084,0.396551724137931,0.5044398907103825,0.3171324422843256,0.2930207778369739,0.4545454545454545,0.1791044776119403,0.188715953307393,0.371,0.12980132450331125,0.113561190738699,0.8695163104611924,0.05733944954128441,0.13912009512485135,0.11519198664440736,0.11860718171926006,0.2796208530805687,0.09824561403508772,0.1311111111111111,0.32786885245901637,0.248995983935743
0.5000000000000001,0.8983050847457628,0.8620689655172413,0.6345628415300547,0.30862697448359655,0.3084709643047416,0.37995337995337974,0.22388059701492538,0.2178988326848249,0.402,0.1456953642384106,0.1323042998897464,0.84251968503937,0.0389908256880734,0.1379310344827586,0.10767946577629384,0.15778019586507075,0.32701421800947866,0.042105263157894736,0.14222222222222222,0.3344262295081967,0.25483753194596565
0.5499999999999999,0.4576271186440678,0.2241379310344827,0.3391393442622951,0.19198055893074117,0.18913159296750132,0.40326340326340315,0.12686567164179105,0.13424124513618677,0.37,0.09933774834437087,0.09151047409040794,0.8042744656917885,0.034403669724770644,0.06896551724137931,0.05759599332220368,0.07616974972796518,0.2180094786729858,0.056140350877192984,0.07777777777777778,0.17049180327868851,0.15772179627601315
0.5499999999999999,0.06779661016949151,0.06896551724137928,0.11919398907103826,0.07776427703523693,0.08311134789557804,0.3729603729603729,0.07711442786069651,0.07684824902723736,0.392,0.02913907284768212,0.01874310915104741,0.8706411698537683,0.013761467889908258,0.04280618311533888,0.03171953255425709,0.058759521218716,0.12796208530805686,0.042105263157894736,0.020000000000000004,0.0918032786885246,0.06243154435925521
0.5499999999999999,0.9322033898305084,0.7068965517241379,0.6277322404371585,0.3110571081409477,0.30633990410229084,0.3939393939393937,0.20398009950248755,0.21108949416342412,0.37799999999999995,0.12980132450331125,0.12017640573318633,0.8188976377952757,0.05733944954128441,0.1605231866825208,0.1302170283806344,0.14145810663764963,0.37440758293838866,0.09824561403508772,0.1288888888888889,0.3508196721311475,0.248995983935743
0.6,0.8983050847457628,0.8620689655172413,0.6704234972677596,0.3487241798298906,0.34096963239211503,0.39860139860139865,0.26865671641791045,0.2616731517509728,0.401,0.11125827814569537,0.09812568908489526,0.8503937007874015,0.11238532110091744,0.19619500594530317,0.17529215358931552,0.1882480957562568,0.35545023696682465,0.08421052631578947,0.1222222222222222,0.3737704918032787,0.27601314348302297
0.65,0.8813559322033897,0.7758620689655173,0.619535519125683,0.3754556500607533,0.3681406499733617,0.3939393939393937,0.2810945273631841,0.2704280155642023,0.406,0.14966887417218544,0.12679162072767364,0.9088863892013499,0.05963302752293578,0.18192627824019023,0.14607679465776294,0.1893362350380849,0.35071090047393366,0.05964912280701754,0.15555555555555556,0.26885245901639343,0.3044906900328587
